21,-1
22,-1
23,-1
27,-1
28,-1
29,-1
20,-2
23,-2
27,-2
30,-2
1,-3
2,-3
3,-3
4,-3
23,-3
27,-3
46,-3
47,-3
48,-3
49,-3
1,-4
5,-4
23,-4
27,-4
45,-4
49,-4
1,-5
10,-5
23,-5
27,-5
40,-5
49,-5
2,-6
5,-6
8,-6
9,-6
12,-6
38,-6
41,-6
42,-6
45,-6
48,-6
7,-7
13,-7
21,-7
22,-7
23,-7
27,-7
28,-7
29,-7
37,-7
43,-7
7,-8
13,-8
22,-8
28,-8
37,-8
43,-8
7,-9
13,-9
22,-9
23,-9
24,-9
25,-9
26,-9
27,-9
28,-9
37,-9
43,-9
2,-10
5,-10
8,-10
9,-10
12,-10
15,-10
16,-10
21,-10
29,-10
34,-10
35,-10
38,-10
41,-10
42,-10
45,-10
48,-10
1,-11
10,-11
14,-11
15,-11
20,-11
21,-11
22,-11
23,-11
24,-11
25,-11
26,-11
27,-11
28,-11
29,-11
30,-11
35,-11
36,-11
40,-11
49,-11
1,-12
5,-12
15,-12
16,-12
34,-12
35,-12
45,-12
49,-12
1,-13
2,-13
3,-13
4,-13
16,-13
17,-13
18,-13
19,-13
20,-13
21,-13
22,-13
23,-13
24,-13
25,-13
26,-13
27,-13
28,-13
29,-13
30,-13
31,-13
32,-13
33,-13
34,-13
46,-13
47,-13
48,-13
49,-13
17,-14
19,-14
31,-14
33,-14
20,-15
21,-15
22,-15
23,-15
24,-15
25,-15
26,-15
27,-15
28,-15
29,-15
30,-15
20,-16
30,-16
21,-17
22,-17
23,-17
24,-17
25,-17
26,-17
27,-17
28,-17
29,-17
25,-18
21,-19
22,-19
23,-19
27,-19
28,-19
29,-19
23,-20
27,-20
22,-22
23,-22
24,-22
26,-22
27,-22
28,-22
22,-23
23,-23
24,-23
26,-23
27,-23
28,-23
21,-24
23,-24
24,-24
26,-24
27,-24
29,-24
21,-25
22,-25
23,-25
27,-25
28,-25
29,-25
22,-26
28,-26
