100,-2
101,-2
102,-2
103,-2
104,-2
100,-3
101,-3
102,-3
103,-3
104,-3
100,-4
101,-4
102,-4
103,-4
104,-4
110,-5
111,-5
110,-6
111,-6
98,-7
99,-7
100,-7
101,-7
102,-7
108,-7
109,-7
112,-7
113,-7
114,-7
98,-8
99,-8
100,-8
101,-8
102,-8
108,-8
109,-8
112,-8
113,-8
114,-8
96,-10
97,-10
103,-10
104,-10
105,-10
106,-10
107,-10
108,-10
109,-10
112,-10
113,-10
114,-10
117,-10
118,-10
119,-10
96,-11
97,-11
103,-11
104,-11
105,-11
106,-11
107,-11
108,-11
109,-11
112,-11
113,-11
114,-11
117,-11
118,-11
119,-11
98,-12
99,-12
100,-12
101,-12
102,-12
103,-12
104,-12
105,-12
106,-12
107,-12
108,-12
109,-12
110,-12
111,-12
117,-12
118,-12
119,-12
98,-13
99,-13
100,-13
101,-13
102,-13
103,-13
104,-13
105,-13
106,-13
107,-13
108,-13
109,-13
110,-13
111,-13
117,-13
118,-13
119,-13
100,-14
101,-14
102,-14
103,-14
104,-14
108,-14
109,-14
110,-14
111,-14
100,-15
101,-15
102,-15
103,-15
104,-15
108,-15
109,-15
110,-15
111,-15
100,-16
101,-16
102,-16
103,-16
104,-16
108,-16
109,-16
110,-16
111,-16
93,-17
94,-17
95,-17
100,-17
101,-17
102,-17
103,-17
104,-17
105,-17
106,-17
107,-17
108,-17
109,-17
110,-17
111,-17
112,-17
113,-17
114,-17
93,-18
94,-18
95,-18
100,-18
101,-18
102,-18
103,-18
104,-18
105,-18
106,-18
107,-18
108,-18
109,-18
110,-18
111,-18
112,-18
113,-18
114,-18
93,-19
94,-19
95,-19
98,-19
99,-19
103,-19
104,-19
105,-19
106,-19
107,-19
108,-19
109,-19
115,-19
116,-19
93,-20
94,-20
95,-20
98,-20
99,-20
103,-20
104,-20
105,-20
106,-20
107,-20
108,-20
109,-20
115,-20
116,-20
98,-21
99,-21
103,-21
104,-21
110,-21
111,-21
112,-21
113,-21
114,-21
98,-22
99,-22
103,-22
104,-22
110,-22
111,-22
112,-22
113,-22
114,-22
98,-23
99,-23
103,-23
104,-23
110,-23
111,-23
112,-23
113,-23
114,-23
100,-24
101,-24
102,-24
100,-25
101,-25
102,-25
108,-26
109,-26
110,-26
111,-26
108,-27
109,-27
110,-27
111,-27
108,-28
109,-28
110,-28
111,-28
199,-45
200,-45
199,-46
200,-46
199,-47
200,-47
194,-48
195,-48
196,-48
197,-48
199,-48
200,-48
194,-49
195,-49
196,-49
197,-49
199,-49
200,-49
191,-50
192,-50
193,-50
191,-51
192,-51
193,-51
43,-53
44,-53
45,-53
46,-53
47,-53
191,-53
192,-53
193,-53
194,-53
195,-53
43,-54
44,-54
45,-54
46,-54
47,-54
191,-54
192,-54
193,-54
194,-54
195,-54
45,-55
46,-55
47,-55
45,-56
46,-56
47,-56
45,-57
46,-57
47,-57
50,-57
51,-57
52,-57
45,-58
46,-58
47,-58
50,-58
51,-58
52,-58
45,-59
46,-59
47,-59
50,-59
51,-59
52,-59
48,-60
49,-60
50,-60
51,-60
52,-60
72,-60
73,-60
74,-60
75,-60
48,-61
49,-61
50,-61
51,-61
52,-61
72,-61
73,-61
74,-61
75,-61
72,-62
73,-62
74,-62
75,-62
